,L1_condition,L2_condition,freezing_condition,freezing_strength,learning_rate_condition,L2_inventory_condition,hid_size_condition,contrast_pair,contrast_type,eval_method,sil_score,sil_score_cos,run,epoch
2306,Recon,Class,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.2746989,0.5064397,2,90
2307,Recon,Class,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,-9.28688e-06,0.00029590033,2,90
2308,Recon,Class,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.32412487,0.659188,2,90
2309,Recon,Class,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,-4.6990903e-05,-8.749008e-05,2,90
2310,Recon,Class,EWC,1e3,fast,Equal,4,e_e,same,silhouette,3.0753374e-05,1.8215656e-05,3,90
2311,Recon,Class,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.40617865,0.57649463,3,90
2312,Recon,Class,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.3705248,0.56614316,3,90
2313,Recon,Class,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.54105914,0.72804284,3,90
2314,Recon,Class,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.14172487,0.22960022,3,90
2315,Recon,Class,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.44969764,0.60553557,3,90
2316,Recon,Class,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.3694761,0.56648755,3,90
2317,Recon,Class,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.5377258,0.72177005,3,90
2318,Recon,Class,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.14036615,0.22677633,3,90
2319,Recon,Class,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.4517638,0.6067095,3,90
2320,Recon,Class,EWC,1e3,fast,Equal,4,o_o,same,silhouette,-1.3598204e-05,2.0359994e-05,3,90
2321,Recon,Class,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.50570923,0.73837954,3,90
2322,Recon,Class,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.37051764,0.5646642,3,90
2323,Recon,Class,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.42814997,0.63764524,3,90
2324,Recon,Class,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.14269724,0.22748885,3,90
2325,Recon,Class,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.5055637,0.7376335,3,90
2326,Recon,Class,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.36795375,0.5601067,3,90
2327,Recon,Class,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.4241452,0.63313085,3,90
2328,Recon,Class,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.14036103,0.2220232,3,90
2329,Recon,Class,EWC,1e3,fast,Equal,4,i_i,same,silhouette,2.538979e-05,-7.237315e-05,3,90
2330,Recon,Class,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.39501527,0.56212,3,90
2331,Recon,Class,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.13726705,0.23235033,3,90
2332,Recon,Class,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.4195728,0.61815906,3,90
2333,Recon,Class,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,-1.0890961e-05,-0.0002039671,3,90
2334,Recon,Class,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.39855087,0.5656113,3,90
2335,Recon,Class,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.14336129,0.24289778,3,90
2336,Recon,Class,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.42501214,0.6237839,3,90
2337,Recon,Class,EWC,1e3,fast,Equal,4,u_u,same,silhouette,-6.574917e-05,-0.00014070129,3,90
2338,Recon,Class,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.4547544,0.6291094,3,90
2339,Recon,Class,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.14418784,0.24472144,3,90
2340,Recon,Class,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.39853325,0.56529295,3,90
2341,Recon,Class,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,3.4582615e-07,3.6334395e-06,3,90
2342,Recon,Class,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.4496254,0.62234366,3,90
2343,Recon,Class,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.1452282,0.2461673,3,90
2344,Recon,Class,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,-6.5779686e-06,3.4083365e-05,3,90
2345,Recon,Class,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.3978103,0.5623885,3,90
2346,Recon,Class,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.14356513,0.24422325,3,90
2347,Recon,Class,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.4536912,0.6239661,3,90
2348,Recon,Class,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,0.00027871024,0.00051664066,3,90
2349,Recon,Class,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.39925343,0.5658396,3,90
2350,Recon,Class,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,0.00029902556,0.00069349766,3,90
2351,Recon,Class,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.4266659,0.6270393,3,90
2352,Recon,Class,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.13845462,0.23472457,3,90
2353,Recon,Class,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.39976746,0.5671724,3,90
2354,Recon,Class,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.000107622145,7.4531556e-05,3,90
2355,Recon,Class,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,-7.3561e-05,-0.00012730247,3,90
2356,Recon,Class,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.40122655,0.56835717,3,90
2357,Recon,Class,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.14348654,0.24350591,3,90
2358,Recon,Class,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.42795715,0.62942773,3,90
2359,Recon,Class,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,2.0022035e-05,0.000112751244,3,90
2360,Recon,Class,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.45345947,0.6263065,3,90
2361,Recon,Class,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.14328222,0.24113838,3,90
2362,Recon,Class,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,-4.0768384e-05,-8.71253e-05,3,90
2363,Recon,Class,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.40280193,0.570241,3,90
2364,Recon,Class,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,2.9307754e-05,8.9753805e-05,3,90
2365,Recon,Class,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-0.0001246605,-0.00021446777,4,90
2366,Recon,Class,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.3028272,0.5080539,4,90
2367,Recon,Class,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.53527635,0.7350522,4,90
2368,Recon,Class,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.53463954,0.72513795,4,90
2369,Recon,Class,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.24550995,0.38595265,4,90
2370,Recon,Class,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.35138243,0.52514845,4,90
2371,Recon,Class,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.52954996,0.723596,4,90
2372,Recon,Class,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.5327632,0.7240266,4,90
2373,Recon,Class,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.24656305,0.38816157,4,90
2374,Recon,Class,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.35438195,0.53152525,4,90
2375,Recon,Class,EWC,1e3,fast,Equal,4,o_o,same,silhouette,-2.4858951e-05,0.000124959,4,90
2376,Recon,Class,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.6214906,0.8466495,4,90
2377,Recon,Class,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.5379294,0.7461388,4,90
2378,Recon,Class,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.45918566,0.69722277,4,90
2379,Recon,Class,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.25210765,0.4044557,4,90
2380,Recon,Class,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.6190296,0.84204465,4,90
2381,Recon,Class,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.5377119,0.74734324,4,90
2382,Recon,Class,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.45109808,0.6891194,4,90
2383,Recon,Class,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.2466002,0.3959509,4,90
2384,Recon,Class,EWC,1e3,fast,Equal,4,i_i,same,silhouette,0.00024087024,0.00046061754,4,90
2385,Recon,Class,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.29201683,0.4837072,4,90
2386,Recon,Class,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.24601527,0.35877204,4,90
2387,Recon,Class,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.44971073,0.672878,4,90
2388,Recon,Class,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,0.00020772446,0.0003402831,4,90
2389,Recon,Class,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.29735896,0.49386758,4,90
2390,Recon,Class,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.25147298,0.36460763,4,90
2391,Recon,Class,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.4591919,0.6834084,4,90
2392,Recon,Class,EWC,1e3,fast,Equal,4,u_u,same,silhouette,1.1205673e-05,-9.934866e-05,4,90
2393,Recon,Class,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.35689545,0.51090944,4,90
2394,Recon,Class,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.24858984,0.36686146,4,90
2395,Recon,Class,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.2957276,0.48775974,4,90
2396,Recon,Class,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,-7.13481e-06,-9.833734e-05,4,90
2397,Recon,Class,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.3550277,0.5042953,4,90
2398,Recon,Class,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.25359327,0.37528095,4,90
2399,Recon,Class,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,-7.440663e-05,-0.00013295269,4,90
2400,Recon,Class,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.29620832,0.49320287,4,90
2401,Recon,Class,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.24783349,0.35416326,4,90
2402,Recon,Class,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.3592416,0.521042,4,90
2403,Recon,Class,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,-4.6705485e-05,-3.4555436e-05,4,90
2404,Recon,Class,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.3033159,0.5043754,4,90
2405,Recon,Class,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,-5.3143798e-05,-8.8699344e-05,4,90
2406,Recon,Class,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.45688048,0.6804463,4,90
2407,Recon,Class,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.24465942,0.3642784,4,90
2408,Recon,Class,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.2953684,0.49053574,4,90
2409,Recon,Class,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.00016217232,0.000118569376,4,90
2410,Recon,Class,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,2.7130843e-06,-4.398465e-05,4,90
2411,Recon,Class,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.30157274,0.49862772,4,90
2412,Recon,Class,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.24929604,0.35674995,4,90
2413,Recon,Class,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.457092,0.6818214,4,90
2414,Recon,Class,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,-0.00011533585,-0.00025112164,4,90
2415,Recon,Class,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.35653442,0.5105948,4,90
2416,Recon,Class,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.253814,0.37958166,4,90
2417,Recon,Class,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,1.4044046e-05,-3.6485195e-05,4,90
2418,Recon,Class,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.30162537,0.49984115,4,90
2419,Recon,Class,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,-6.7613124e-05,-9.536743e-06,4,90
2420,Recon,Class,EWC,1e3,fast,Equal,4,e_e,same,silhouette,4.3821333e-06,4.8615457e-05,5,90
2421,Recon,Class,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.3581349,0.57288754,5,90
2422,Recon,Class,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.44372243,0.68406975,5,90
2423,Recon,Class,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.44099283,0.6748139,5,90
2424,Recon,Class,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.18361644,0.31841636,5,90
2425,Recon,Class,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.32950556,0.5326112,5,90
2426,Recon,Class,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.4409674,0.680803,5,90
2427,Recon,Class,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.43716446,0.670925,5,90
2428,Recon,Class,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.18125017,0.3120376,5,90
2429,Recon,Class,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.33251902,0.5344755,5,90
2430,Recon,Class,EWC,1e3,fast,Equal,4,o_o,same,silhouette,-6.058645e-05,-0.00021335363,5,90
2431,Recon,Class,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.609929,0.8485243,5,90
2432,Recon,Class,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.44616023,0.6716039,5,90
2433,Recon,Class,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.4881065,0.72911745,5,90
2434,Recon,Class,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.18705738,0.30976993,5,90
2435,Recon,Class,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.60824805,0.8472959,5,90
2436,Recon,Class,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.44453716,0.67148757,5,90
2437,Recon,Class,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.48103887,0.7205321,5,90
2438,Recon,Class,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.17948908,0.29603162,5,90
2439,Recon,Class,EWC,1e3,fast,Equal,4,i_i,same,silhouette,2.2247017e-05,1.8934368e-05,5,90
2440,Recon,Class,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.344619,0.5666586,5,90
2441,Recon,Class,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.17738758,0.32293633,5,90
2442,Recon,Class,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.47750673,0.723353,5,90
2443,Recon,Class,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,-2.1790982e-05,-0.00020091153,5,90
2444,Recon,Class,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.35143015,0.57619834,5,90
2445,Recon,Class,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.18728647,0.33825487,5,90
2446,Recon,Class,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.48415384,0.7303241,5,90
2447,Recon,Class,EWC,1e3,fast,Equal,4,u_u,same,silhouette,-3.5565852e-05,-6.023407e-05,5,90
2448,Recon,Class,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.33398536,0.5513923,5,90
2449,Recon,Class,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.18704663,0.3280293,5,90
2450,Recon,Class,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.34885144,0.5711488,5,90
2451,Recon,Class,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,6.5529944e-06,-6.2959193e-06,5,90
2452,Recon,Class,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.32934684,0.54510736,5,90
2453,Recon,Class,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.18918552,0.330996,5,90
2454,Recon,Class,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,9.931564e-06,-8.538246e-06,5,90
2455,Recon,Class,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.3494753,0.56795686,5,90
2456,Recon,Class,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.18431006,0.33251354,5,90
2457,Recon,Class,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.3338451,0.55057615,5,90
2458,Recon,Class,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,0.00024315417,0.00038812257,5,90
2459,Recon,Class,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.3562284,0.5760319,5,90
2460,Recon,Class,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,0.00033394003,0.00070997525,5,90
2461,Recon,Class,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.48406672,0.7322391,5,90
2462,Recon,Class,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.17929828,0.31481975,5,90
2463,Recon,Class,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.35019282,0.5692338,5,90
2464,Recon,Class,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.00013121843,0.00010986519,5,90
2465,Recon,Class,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,-5.65494e-05,-3.1027794e-05,5,90
2466,Recon,Class,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.35264692,0.57886326,5,90
2467,Recon,Class,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.18528834,0.33512017,5,90
2468,Recon,Class,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.48502025,0.7329511,5,90
2469,Recon,Class,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,2.1985768e-05,-2.9637336e-05,5,90
2470,Recon,Class,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.33359852,0.5514519,5,90
2471,Recon,Class,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.18735692,0.3285719,5,90
2472,Recon,Class,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,6.378746e-05,4.754448e-05,5,90
2473,Recon,Class,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.35565796,0.574991,5,90
2474,Recon,Class,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,7.1043134e-05,0.00018145418,5,90
2475,Recon,Class,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-5.5118086e-05,-6.302071e-05,1,100
2476,Recon,Class,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.5433074,0.8092604,1,100
2477,Recon,Class,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.3476222,0.63147205,1,100
2478,Recon,Class,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.6534569,0.9034315,1,100
2479,Recon,Class,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.13013642,0.28295448,1,100
2480,Recon,Class,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.59247,0.85581404,1,100
2481,Recon,Class,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.3457633,0.6258821,1,100
2482,Recon,Class,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.6513815,0.9014794,1,100
2483,Recon,Class,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.13008033,0.2806654,1,100
2484,Recon,Class,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.5952412,0.8571259,1,100
2485,Recon,Class,EWC,1e3,fast,Equal,4,o_o,same,silhouette,-8.017564e-05,-0.00012013483,1,100
2486,Recon,Class,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.52018005,0.79672205,1,100
2487,Recon,Class,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.34488714,0.618113,1,100
2488,Recon,Class,EWC,1e3,fast,Equal,4,o_ih,N/A,silhouette,0.51146173,0.7842137,1,100
2489,Recon,Class,EWC,1e3,fast,Equal,4,o_uh,N/A,silhouette,0.12969123,0.27446607,1,100
2490,Recon,Class,EWC,1e3,fast,Equal,4,o_iS,N/A,silhouette,0.5225914,0.79815114,1,100
2491,Recon,Class,EWC,1e3,fast,Equal,4,o_uS,N/A,silhouette,0.34285054,0.61157274,1,100
2492,Recon,Class,EWC,1e3,fast,Equal,4,o_ihL,N/A,silhouette,0.50613976,0.77830094,1,100
2493,Recon,Class,EWC,1e3,fast,Equal,4,o_uhL,N/A,silhouette,0.132179,0.27901965,1,100
2494,Recon,Class,EWC,1e3,fast,Equal,4,i_i,same,silhouette,0.00024875213,0.00048040366,1,100
2495,Recon,Class,EWC,1e3,fast,Equal,4,i_u,backness,silhouette,0.5342913,0.80983776,1,100
2496,Recon,Class,EWC,1e3,fast,Equal,4,i_ih,hd_trained,silhouette,0.12914145,0.28053588,1,100
2497,Recon,Class,EWC,1e3,fast,Equal,4,i_uh,N/A,silhouette,0.5034963,0.7761202,1,100
2498,Recon,Class,EWC,1e3,fast,Equal,4,i_iS,duration,silhouette,0.00036959528,0.00029803943,1,100
2499,Recon,Class,EWC,1e3,fast,Equal,4,i_uS,N/A,silhouette,0.5393271,0.81376183,1,100
2500,Recon,Class,EWC,1e3,fast,Equal,4,i_ihL,height_L2,silhouette,0.13132536,0.2842007,1,100
2501,Recon,Class,EWC,1e3,fast,Equal,4,i_uhL,N/A,silhouette,0.5092361,0.77829665,1,100
2502,Recon,Class,EWC,1e3,fast,Equal,4,u_u,same,silhouette,3.5541652e-05,5.3536653e-05,1,100
2503,Recon,Class,EWC,1e3,fast,Equal,4,u_ih,N/A,silhouette,0.595129,0.8635701,1,100
2504,Recon,Class,EWC,1e3,fast,Equal,4,u_uh,hd_trained,silhouette,0.13103166,0.26955137,1,100
2505,Recon,Class,EWC,1e3,fast,Equal,4,u_iS,N/A,silhouette,0.5380065,0.812463,1,100
2506,Recon,Class,EWC,1e3,fast,Equal,4,u_uS,duration,silhouette,-2.3973644e-05,-0.00012923765,1,100
2507,Recon,Class,EWC,1e3,fast,Equal,4,u_ihL,N/A,silhouette,0.59458464,0.86362356,1,100
2508,Recon,Class,EWC,1e3,fast,Equal,4,u_uhL,height_L2,silhouette,0.13177985,0.27137098,1,100
2509,Recon,Class,EWC,1e3,fast,Equal,4,ih_ih,N/A,silhouette,-5.250466e-05,-4.329777e-05,1,100
2510,Recon,Class,EWC,1e3,fast,Equal,4,ih_uh,backness,silhouette,0.53837776,0.8102838,1,100
2511,Recon,Class,EWC,1e3,fast,Equal,4,ih_iS,height_L2,silhouette,0.13194184,0.28231812,1,100
2512,Recon,Class,EWC,1e3,fast,Equal,4,ih_uS,N/A,silhouette,0.5980609,0.86472917,1,100
2513,Recon,Class,EWC,1e3,fast,Equal,4,ih_ihL,duration,silhouette,-5.862689e-05,-0.0001426177,1,100
2514,Recon,Class,EWC,1e3,fast,Equal,4,ih_uhL,N/A,silhouette,0.5379363,0.8071273,1,100
2515,Recon,Class,EWC,1e3,fast,Equal,4,uh_uh,N/A,silhouette,-9.110308e-05,-0.00011440253,1,100
2516,Recon,Class,EWC,1e3,fast,Equal,4,uh_iS,N/A,silhouette,0.510179,0.7811914,1,100
2517,Recon,Class,EWC,1e3,fast,Equal,4,uh_uS,height_L2,silhouette,0.12734492,0.26207408,1,100
2518,Recon,Class,EWC,1e3,fast,Equal,4,uh_ihL,N/A,silhouette,0.5379767,0.8113287,1,100
2519,Recon,Class,EWC,1e3,fast,Equal,4,uh_uhL,duration,silhouette,0.00022225952,0.00015719127,1,100
2520,Recon,Class,EWC,1e3,fast,Equal,4,iS_iS,same,silhouette,-5.4275093e-05,-0.00012949029,1,100
2521,Recon,Class,EWC,1e3,fast,Equal,4,iS_uS,backness,silhouette,0.5427918,0.8165628,1,100
2522,Recon,Class,EWC,1e3,fast,Equal,4,iS_ihL,hd_untrained,silhouette,0.13180356,0.28223252,1,100
2523,Recon,Class,EWC,1e3,fast,Equal,4,iS_uhL,N/A,silhouette,0.5089686,0.7789769,1,100
2524,Recon,Class,EWC,1e3,fast,Equal,4,uS_uS,same,silhouette,-0.00014548456,-0.00021660174,1,100
2525,Recon,Class,EWC,1e3,fast,Equal,4,uS_ihL,N/A,silhouette,0.59562105,0.8632451,1,100
2526,Recon,Class,EWC,1e3,fast,Equal,4,uS_uhL,hd_untrained,silhouette,0.13083778,0.2681587,1,100
2527,Recon,Class,EWC,1e3,fast,Equal,4,ihL_ihL,same,silhouette,-1.0253209e-05,6.7029716e-05,1,100
2528,Recon,Class,EWC,1e3,fast,Equal,4,ihL_uhL,backness,silhouette,0.5412707,0.81204,1,100
2529,Recon,Class,EWC,1e3,fast,Equal,4,uhL_uhL,same,silhouette,-0.00014069384,-0.00019293594,1,100
2530,Recon,Class,EWC,1e3,fast,Equal,4,e_e,same,silhouette,-6.3601256e-05,-3.940773e-05,2,100
2531,Recon,Class,EWC,1e3,fast,Equal,4,e_o,backness,silhouette,0.3226171,0.66358757,2,100
2532,Recon,Class,EWC,1e3,fast,Equal,4,e_i,height_L1,silhouette,0.5641493,0.8310359,2,100
2533,Recon,Class,EWC,1e3,fast,Equal,4,e_u,N/A,silhouette,0.64331216,0.8915116,2,100
2534,Recon,Class,EWC,1e3,fast,Equal,4,e_ih,N/A,silhouette,0.26469344,0.4788297,2,100
2535,Recon,Class,EWC,1e3,fast,Equal,4,e_uh,N/A,silhouette,0.47477496,0.76168996,2,100
2536,Recon,Class,EWC,1e3,fast,Equal,4,e_iS,N/A,silhouette,0.5571196,0.8280295,2,100
2537,Recon,Class,EWC,1e3,fast,Equal,4,e_uS,N/A,silhouette,0.63932127,0.88763905,2,100
2538,Recon,Class,EWC,1e3,fast,Equal,4,e_ihL,N/A,silhouette,0.26859492,0.47579426,2,100
2539,Recon,Class,EWC,1e3,fast,Equal,4,e_uhL,N/A,silhouette,0.4798145,0.762582,2,100
2540,Recon,Class,EWC,1e3,fast,Equal,4,o_o,same,silhouette,6.506777e-05,-0.0001720314,2,100
2541,Recon,Class,EWC,1e3,fast,Equal,4,o_i,N/A,silhouette,0.565714,0.8620924,2,100
2542,Recon,Class,EWC,1e3,fast,Equal,4,o_u,height_L1,silhouette,0.5664361,0.8357074,2,100
